gdb,table,fc,field_name,field_alias,field_alias_2,field_type,Baseline FCS,Baseline FCS Nice Name,original field,Category,Report Measurement,Notes
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_219,"National Parks Coverage (km) - Black Canyon Wilderness,NV","Black Canyon Wilderness, NV",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_22,"National Parks Coverage (km) - Glacier Bay Wilderness,AK","Glacier Bay Wilderness, AK",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_220,"National Parks Coverage (km) - Upper Buffalo Wilderness,AR","Upper Buffalo Wilderness, AR",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_221,"National Parks Coverage (km) - Fort Raleigh National Historic Site,NC","Fort Raleigh National Historic Site, NC",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_222,"National Parks Coverage (km) - Lake Mead National Recreation Area,NV","Lake Mead National Recreation Area, NV",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_223,"National Parks Coverage (km) - Fort Union National Monument,NM","Fort Union National Monument, NM",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_224,"National Parks Coverage (km) - Cape Hatteras National Seashore,NC","Cape Hatteras National Seashore, NC",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_225,"National Parks Coverage (km) - Eldorado Wilderness,NV","Eldorado Wilderness, NV",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_226,"National Parks Coverage (km) - Stones River National Battlefield,TN","Stones River National Battlefield, TN",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_227,"National Parks Coverage (km) - Bandelier National Monument,NM","Bandelier National Monument, NM",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_228,"National Parks Coverage (km) - Bandelier Wilderness,NM","Bandelier Wilderness, NM",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_229,"National Parks Coverage (km) - Great Smoky Mountains National Park,NC-TN","Great Smoky Mountains National Park, NC-TN",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_23,"National Parks Coverage (km) - Katmai National Preserve,AK","Katmai National Preserve, AK",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_230,"National Parks Coverage (km) - Lake Meredith National Recreation Area,TX","Lake Meredith National Recreation Area, TX",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_231,"National Parks Coverage (km) - Ireteba Wilderness,NV","Ireteba Wilderness, NV",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_232,"National Parks Coverage (km) - Wupatki National Monument,AZ","Wupatki National Monument, AZ",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_233,"National Parks Coverage (km) - Alibates Flint Quarries National Monument,TX","Alibates Flint Quarries National Monument, TX",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_234,"National Parks Coverage (km) - Mojave National Preserve,CA","Mojave National Preserve, CA",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_235,"National Parks Coverage (km) - Pecos National Historical Park,NM","Pecos National Historical Park, NM",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_236,"National Parks Coverage (km) - Mojave Wilderness,CA","Mojave Wilderness, CA",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_237,"National Parks Coverage (km) - Nellis Wash Wilderness,NV","Nellis Wash Wilderness, NV",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_238,"National Parks Coverage (km) - Sunset Crater Volcano National Monument,AZ","Sunset Crater Volcano National Monument, AZ",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_239,"National Parks Coverage (km) - Spirit Mountain Wilderness,NV","Spirit Mountain Wilderness, NV",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_24,"National Parks Coverage (km) - Glacier Bay National Park,AK","Glacier Bay National Park, AK",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_240,"National Parks Coverage (km) - Bridge Canyon Wilderness,NV","Bridge Canyon Wilderness, NV",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_241,"National Parks Coverage (km) - Petroglyph National Monument,NM","Petroglyph National Monument, NM",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_242,"National Parks Coverage (km) - Walnut Canyon National Monument,AZ","Walnut Canyon National Monument, AZ",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_243,"National Parks Coverage (km) - Petrified Forest National Wilderness Area,AZ","Petrified Forest National Wilderness Area, AZ",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_244,"National Parks Coverage (km) - Shiloh National Military Park,TN","Shiloh National Military Park, TN",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_245,"National Parks Coverage (km) - Kings Mountain National Military Park,SC","Kings Mountain National Military Park, SC",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_246,"National Parks Coverage (km) - Cowpens National Battlefield,SC","Cowpens National Battlefield, SC",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_247,"National Parks Coverage (km) - Petrified Forest National Park,AZ","Petrified Forest National Park, AZ",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_248,"National Parks Coverage (km) - El Malpais National Monument,NM","El Malpais National Monument, NM",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_249,"National Parks Coverage (km) - Cape Lookout National Seashore,NC","Cape Lookout National Seashore, NC",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_25,"National Parks Coverage (km) - Glacier Bay National Preserve,AK","Glacier Bay National Preserve, AK",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_250,"National Parks Coverage (km) - El Morro National Monument,NM","El Morro National Monument, NM",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_251,"National Parks Coverage (km) - Chickamauga and Chattanooga National Military Park,GA-TN","Chickamauga and Chattanooga National Military Park, GA-TN",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_252,"National Parks Coverage (km) - Chickamauga and Chattanooga National Military Park,GA","Chickamauga and Chattanooga National Military Park, GA",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_253,"National Parks Coverage (km) - Tuzigoot National Monument,AZ","Tuzigoot National Monument, AZ",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_254,"National Parks Coverage (km) - Montezuma Castle National Monument,AZ","Montezuma Castle National Monument, AZ",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_255,"National Parks Coverage (km) - Hot Springs National Park,AR","Hot Springs National Park, AR",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_256,"National Parks Coverage (km) - Chickasaw National Recreation Area,OK","Chickasaw National Recreation Area, OK",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_257,"National Parks Coverage (km) - Little River Canyon National Preserve,AL","Little River Canyon National Preserve, AL",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_258,"National Parks Coverage (km) - Natchez Trace Parkway,MS","Natchez Trace Parkway, MS",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_259,"National Parks Coverage (km) - Salinas Pueblo Missions National Monument,NM","Salinas Pueblo Missions National Monument, NM",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_26,"National Parks Coverage (km) - Katmai National Park,AK","Katmai National Park, AK",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_260,"National Parks Coverage (km) - Santa Monica Mountains National Recreation Area,CA","Santa Monica Mountains National Recreation Area, CA",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_261,"National Parks Coverage (km) - Chattahoochee River National Recreation Area,GA","Chattahoochee River National Recreation Area, GA",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_262,"National Parks Coverage (km) - Ninety Six National Historic Site,SC","Ninety Six National Historic Site, SC",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_263,"National Parks Coverage (km) - Joshua Tree Wilderness,CA","Joshua Tree Wilderness, CA",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_264,"National Parks Coverage (km) - Joshua Tree National Park,CA","Joshua Tree National Park, CA",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_265,"National Parks Coverage (km) - Channel Islands National Park,CA","Channel Islands National Park, CA",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_266,"National Parks Coverage (km) - Arkansas Post National Memorial,AR","Arkansas Post National Memorial, AR",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_267,"National Parks Coverage (km) - Kennesaw Mountain National Battlefield Park,GA","Kennesaw Mountain National Battlefield Park, GA",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_268,"National Parks Coverage (km) - Congaree National Park Wilderness,SC","Congaree National Park Wilderness, SC",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_269,"National Parks Coverage (km) - Congaree National Park,SC","Congaree National Park, SC",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_27,"National Parks Coverage (km) - Katmai Wilderness,AK","Katmai Wilderness, AK",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_270,"National Parks Coverage (km) - Tonto National Monument,AZ","Tonto National Monument, AZ",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_271,"National Parks Coverage (km) - Gila Cliff Dwellings National Monument,NM","Gila Cliff Dwellings National Monument, NM",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_272,"National Parks Coverage (km) - Hohokam Pima National Monument,AZ","Hohokam Pima National Monument, AZ",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_273,"National Parks Coverage (km) - Casa Grande Ruins National Monument,AZ","Casa Grande Ruins National Monument, AZ",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_274,"National Parks Coverage (km) - Horseshoe Bend National Military Park,AL","Horseshoe Bend National Military Park, AL",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_275,"National Parks Coverage (km) - White Sands National Mounument,NM","White Sands National Mounument, NM",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_276,"National Parks Coverage (km) - Ocmulgee National Monument,GA","Ocmulgee National Monument, GA",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_277,"National Parks Coverage (km) - Cabrillo National Monument,CA","Cabrillo National Monument, CA",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_278,"National Parks Coverage (km) - Poverty Point National Monument,LA","Poverty Point National Monument, LA",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_279,"National Parks Coverage (km) - Vicksburg National Military Park,MS","Vicksburg National Military Park, MS",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_28,"National Parks Coverage (km) - Aniakchak National Preserve,AK","Aniakchak National Preserve, AK",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_280,"National Parks Coverage (km) - Saguaro National Park,AZ","Saguaro National Park, AZ",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_281,"National Parks Coverage (km) - Saguaro Wilderness,AZ","Saguaro Wilderness, AZ",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_282,"National Parks Coverage (km) - Andersonville National Historic Site,GA","Andersonville National Historic Site, GA",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_283,"National Parks Coverage (km) - Organ Pipe Cactus Wilderness,AZ","Organ Pipe Cactus Wilderness, AZ",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_284,"National Parks Coverage (km) - Organ Pipe Cactus National Monument,AZ","Organ Pipe Cactus National Monument, AZ",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_285,"National Parks Coverage (km) - Carlsbad Caverns National Park,NM","Carlsbad Caverns National Park, NM",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_286,"National Parks Coverage (km) - Carlsbad Caverns Wilderness,NM","Carlsbad Caverns Wilderness, NM",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_287,"National Parks Coverage (km) - Fort Bowie National Historic Site,AZ","Fort Bowie National Historic Site, AZ",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_288,"National Parks Coverage (km) - Fort Pulaski National Monument,GA","Fort Pulaski National Monument, GA",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_289,"National Parks Coverage (km) - Chiricahua National Monument Wilderness,AZ","Chiricahua National Monument Wilderness, AZ",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_29,"National Parks Coverage (km) - Aniakchak National Monument,AK","Aniakchak National Monument, AK",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_290,"National Parks Coverage (km) - Guadalupe Mountains Wilderness,TX","Guadalupe Mountains Wilderness, TX",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_291,"National Parks Coverage (km) - Guadalupe Mountains National Park,TX","Guadalupe Mountains National Park, TX",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_292,"National Parks Coverage (km) - Chamizal National Memorial,TX","Chamizal National Memorial, TX",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_293,"National Parks Coverage (km) - Tumacacori National Historical Park,AZ","Tumacacori National Historical Park, AZ",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_294,"National Parks Coverage (km) - Coronado National Memorial,AZ","Coronado National Memorial, AZ",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_295,"National Parks Coverage (km) - Cumberland Island National Seashore,GA","Cumberland Island National Seashore, GA",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_296,"National Parks Coverage (km) - Cumberland Island Wilderness,GA","Cumberland Island Wilderness, GA",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_297,"National Parks Coverage (km) - Big Thicket National Preserve,TX","Big Thicket National Preserve, TX",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_298,"National Parks Coverage (km) - Fort Davis National Historic Site,TX","Fort Davis National Historic Site, TX",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_299,"National Parks Coverage (km) - Timucuan Ecological And Historic Preserve,FL","Timucuan Ecological And Historic Preserve, FL",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
